,level_0,index,Name,Rating Value,Rating Count,Course,Would Take Again,Difficulty,University,Link,Score
179,179,310,Jay Human,3.1,20,Communication,0.78,3.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1673546,0.6337142857142857
180,180,180,Brian Collier,3.8,3,Education,0.0,2.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1940203,0.633
181,181,153,Rees Storm,4.6,10,Honors,0.0,3.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/937410,0.6327272727272727
182,182,239,Robert Kenney,2.5,52,Philosophy,0.25,2.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/231343,0.6313396226415094
183,183,315,Jae-Seung Lee,3.0,17,Law,0.36,2.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2238975,0.6313333333333333
184,184,13,Michael Hinckley,3.6,27,History,0.0,2.9,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1431485,0.6312857142857142
185,185,53,Sarah Mann,2.5,15,Mathematics,0.55,2.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1480440,0.63025
186,186,36,Sara Sidebottom,5.0,1,Law,0.0,2.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1714677,0.63
187,187,212,Linda Wermeling,4.1,20,Social Work,0.0,3.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/959587,0.6277142857142857
188,188,6,Mark Hardy,5.0,3,Theater,0.0,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1022394,0.627
189,189,308,Chad Ruschman,3.3,9,Chemistry,0.56,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2184051,0.626
190,190,306,Clyde Booker,3.9,28,History,0.0,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/805806,0.6256551724137931
191,191,273,Thomas Capizzi,2.4,3,Fine Arts,1.0,2.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2899892,0.625
192,192,10,Leslie Combs,4.4,3,Psychology,1.0,4.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1288862,0.625
193,193,359,Ned Jackson,3.3,12,Marketing,0.0,2.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/784478,0.6249230769230769
194,194,322,Michael Mannheimer,3.0,8,Law,1.0,3.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/535363,0.6246666666666667
195,195,235,Sandy Grinnell,3.1,8,Nursing,0.34,2.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1430521,0.6246666666666667
196,196,307,Tripta Desai,2.1,68,History,0.34,2.2,Northern Kentucky University,https://www.ratemyprofessors.com/professor/570982,0.6236521739130434
197,197,20,Melissa Digirolamo,3.8,6,Business Informatics,0.0,2.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1769024,0.6231428571428571
198,198,8,Amy Kardos,4.3,6,History,0.0,3.2,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1173748,0.6231428571428571
199,199,325,Brian Sowers,5.0,2,History,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1274161,0.62
200,200,67,Yushi LI,2.5,12,Sociology,0.37,2.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2118905,0.6199230769230769
201,201,64,Aimee Shandy,2.9,6,Communication,0.5,2.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1782103,0.619142857142857
202,202,121,Hildegard Baldridge,3.8,51,Biological Sciences,0.0,3.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/410294,0.6182307692307691
203,203,34,Dennis Miller,3.2,49,Philosophy,0.0,2.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/304087,0.618
204,204,281,Michael Collins,3.0,70,Mathematics,0.4,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/670484,0.6177746478873241
205,205,355,Jan Anderson,3.5,35,Mathematics,0.0,3.1,Northern Kentucky University,https://www.ratemyprofessors.com/professor/699211,0.6156666666666666
206,206,57,Augustine Yaw Frimpong-Mansoh,2.9,26,Philosophy,0.5,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1106283,0.6148888888888888
207,207,119,Joanie Zhang,3.1,28,Business Informatics,0.0,2.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/323724,0.6136551724137931
208,208,330,Bavand Karim,4.5,9,Communication,0.0,3.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1667125,0.6120000000000001
209,209,66,Ali Godel,3.1,27,Communication,0.34,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1032313,0.6112857142857143
210,210,47,Kristi Rulli,4.0,1,Health Science,1.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2461140,0.61
211,211,260,Meghan  Curry,4.0,1,English,1.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2870109,0.61
212,212,334,Joan Von Handorf,4.0,1,Mathematics,1.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2331296,0.61
213,213,82,Nichole Ferry,5.0,1,Theater,1.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2635331,0.61
214,214,297,Willard Peveler,5.0,1,Health Science,1.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2236095,0.61
215,215,336,Jillian Boyle,4.0,1,Nursing,1.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2453716,0.61
216,216,342,Diane Fritz,5.0,1,Biology,1.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2299479,0.61
217,217,104,Ursula Doyle,3.5,9,Law,0.63,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2281579,0.603
218,218,130,William Blewett,3.1,10,Chemistry,0.0,2.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/672064,0.6027272727272727
219,219,171,Kristopher Teters,3.9,8,History,0.0,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1885799,0.6026666666666667
220,220,228,Shannon Alexander,3.6,3,Health Science,1.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2034390,0.601
221,221,186,Kassiani  Kotsidou,3.8,12,Engineering,0.0,3.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1984397,0.6009230769230769
222,222,288,Robert Snyder,3.9,9,Management,0.0,3.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1665255,0.6000000000000001
223,223,23,Jim Bardtmueller,3.5,2,Construction Management,1.0,3.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2045821,0.6
224,224,274,Stuart Oehrle,2.9,29,Chemistry,0.62,3.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/764778,0.598
225,225,118,Danielle Roemer,2.7,34,English,0.0,2.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/321288,0.5974285714285714
226,226,279,Heather Moulton,3.5,4,Organizational Leadership,0.75,3.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2206736,0.597
227,227,196,Paul Ellis,2.0,5,English,0.34,1.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1240016,0.596
228,228,91,Michael Martindale,1.9,4,English,0.0,1.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1216433,0.594
229,229,115,Celeste Morris,2.9,8,Chemistry,0.0,2.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/714286,0.5906666666666667
230,230,347,Lee Weiner,3.5,27,Computer Science,0.0,3.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/74557,0.5892857142857142
231,231,175,Gretchen Kauscher,2.8,21,Mathematics,0.0,2.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1255936,0.5863636363636364
232,232,168,Ron Bramlage,3.0,3,Social Work,0.0,2.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1167342,0.585
233,233,282,Patricia Connelly,3.7,28,Learning Assistance,0.0,3.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/237247,0.583655172413793
234,234,211,Debra Pearce,3.3,36,Biological Sciences,0.5,4.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/245024,0.5818918918918918
235,235,341,Matthew Gregory,4.5,2,Statistics,0.5,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2329072,0.58
236,236,225,Amy Abafo,3.5,2,English,0.5,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2452986,0.58
237,237,157,Raj Akula,3.8,2,Computer Science,0.0,2.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1760765,0.578
238,238,294,Jennifer Miller,4.3,2,Biological Sciences,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1939606,0.578
239,239,69,Jennifer Kreder,2.6,11,Law,0.5,3.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/876491,0.577
240,240,356,Julian Young,3.4,45,Psychology,0.0,3.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/739630,0.5754782608695652
241,241,291,William Wright,3.8,6,Physics,0.0,3.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1035942,0.5751428571428572
242,242,95,Angela Powell,3.3,8,Nursing,0.5,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2689427,0.5746666666666667
243,243,58,Eundak Kwon,3.3,27,Poli-Science & Crim. Justice,0.2,3.9,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1027448,0.5732857142857142
244,244,178,Mike McKeown,3.5,8,Marketing,0.0,3.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1270685,0.5726666666666667
245,245,132,Barbara Houghton,2.7,18,Fine Arts,0.0,2.9,Northern Kentucky University,https://www.ratemyprofessors.com/professor/724540,0.5722105263157895
246,246,22,Alexis Pulos,3.3,7,Communication,0.75,4.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1902929,0.5714999999999999
247,247,190,Anthony Deiter,4.0,1,Communication,0.0,2.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1434306,0.57
248,248,176,Chris Rickels,5.0,1,Philosophy,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1925121,0.57
249,249,151,Edwin D King,4.0,1,Economics & Finance,0.0,2.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1620856,0.57
250,250,292,Tara Dailey,5.0,1,Nursing,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1754682,0.57
251,251,286,Rachael Winters,5.0,1,Social Work,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2100876,0.57
252,252,353,James Niewahner,3.5,22,Chemistry,0.0,3.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/672069,0.5689565217391304
253,253,348,Carl Simkonis,3.4,40,Economics & Finance,0.0,3.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/136849,0.5686829268292682
254,254,162,Richard Turner,3.4,19,English,0.0,3.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1095296,0.567
255,255,360,Darell Payne,3.1,9,Social Work,0.0,3.2,Northern Kentucky University,https://www.ratemyprofessors.com/professor/817363,0.5640000000000001
256,256,123,Tom Cate,3.4,24,Economics & Finance,0.0,3.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/467133,0.564
257,257,183,Bill Cunningham,2.5,2,Business,0.0,1.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1313333,0.5599999999999999
258,258,354,Vicky Ragsdale,3.4,34,Communication,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/698607,0.5554285714285714
259,259,35,Ana England,2.9,10,Art,0.0,3.2,Northern Kentucky University,https://www.ratemyprofessors.com/professor/845483,0.5547272727272727
260,260,110,Nicole Dillard,3.5,2,Organizational Leadership,0.5,3.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2536538,0.5499999999999999
261,261,93,Nile Patterson,2.4,4,Sociology,1.0,3.9,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2758412,0.5499999999999999
262,262,155,Liza Benham,1.7,20,Poli-Science & Crim. Justice,0.0,2.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1012263,0.5497142857142857
263,263,184,Sonia Wasan,3.3,19,Accountancy,0.0,3.9,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1315690,0.5489999999999999
264,264,170,Dale Elfrits,3.7,3,Science,0.0,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1202513,0.5489999999999999
265,265,143,Mary Kay Morris,3.5,19,Biological Sciences,0.0,4.1,Northern Kentucky University,https://www.ratemyprofessors.com/professor/808042,0.5489999999999999
266,266,220,Gaut Ragsdale,3.0,18,Communication,0.0,3.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/22905,0.5482105263157895
267,267,346,Larry Giesmann,3.1,23,Biological Sciences,0.0,3.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/22143,0.5455
268,268,165,Jennifer Davis,1.5,11,English,0.0,2.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1120871,0.5449999999999999
269,269,21,Nicole Mechler,4.5,1,English,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1882783,0.54
270,270,174,Jeane Pettit,2.9,9,English,0.0,3.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1232790,0.54
271,271,140,Judith Taylor,2.6,22,Student Success,0.0,3.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/782196,0.5389565217391304
272,272,111,John Metz,2.5,73,Geography,0.2,3.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/336362,0.5379459459459459
273,273,261,Don Kazee,2.8,20,Law,0.0,3.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/552897,0.5377142857142857
274,274,257,Amal Said,2.6,12,Accountancy,0.5,4.1,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2587489,0.536923076923077
275,275,213,Philip Moberg,2.6,12,Psychology,0.67,4.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1043514,0.535923076923077
276,276,208,Shawn Brown,2.6,5,Business Informatics,0.4,3.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2158682,0.53
277,277,269,Kareen Monteyne,3.0,14,Chemistry,0.0,3.9,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1348463,0.526
278,278,136,William Gartig,2.2,32,Philosophy,0.0,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/744270,0.524909090909091
279,279,321,Nathan De Lee,3.5,2,Physics,0.5,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2462591,0.5199999999999999
280,280,177,Rob Pasquinucci,3.2,3,Communication,0.0,3.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1262175,0.519
281,281,90,Elizabeth Powell,3.3,2,Communication,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1683108,0.5179999999999999
282,282,15,Nancy Firak,3.1,4,Law,0.0,3.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1565784,0.516
283,283,164,Marissa Williams,3.3,6,English,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1113772,0.5151428571428571
284,284,32,Susan Houben,3.0,3,Management,0.5,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2048807,0.5149999999999999
285,285,11,Chelo Diaz Martin,3.8,3,Spanish,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1353833,0.5129999999999999
286,286,172,James Canfield,2.0,1,Social Work,0.0,1.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1890182,0.51
287,287,126,Bill Epps,2.8,18,Psychology,0.0,4.1,Northern Kentucky University,https://www.ratemyprofessors.com/professor/549063,0.5062105263157894
288,288,251,Gary Clayton,2.8,51,Economics & Finance,0.0,4.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/411102,0.5042307692307691
289,289,89,Frederick Schneider,3.7,7,Law,0.0,4.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/876497,0.5025
290,290,167,Robert Langenderfer,4.0,2,Health Science,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1161190,0.5
291,291,81,Majed Dabdoub,2.0,19,Construction Management,0.29,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/781175,0.494
292,292,75,Edward Kwon,2.1,22,Poli-Science amp Crim. Justice,0.27,4.1,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2319249,0.49395652173913046
293,293,219,Max Gise,2.0,2,Music,0.5,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2129419,0.49
294,294,124,Ed Brewer,2.0,9,Law,0.0,3.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/483361,0.48600000000000004
295,295,39,Grant Edwards,2.8,15,Chemistry,0.0,4.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1186568,0.48524999999999996
296,296,74,Sherry Tippey,1.7,6,English,0.17,3.2,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2437736,0.4841428571428571
297,297,101,Elizabeth McMillian Mcartney,1.9,29,Mathematics,0.0,3.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/501014,0.482
298,298,154,Sara Eisenhardt,3.5,1,Education,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1661231,0.48
299,299,128,Kristi Martines,2.4,14,Biological Sciences,0.0,4.1,Northern Kentucky University,https://www.ratemyprofessors.com/professor/613156,0.478
300,300,278,Seth Adjei,1.6,40,Computer Science,0.47,4.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2414725,0.4776829268292683
301,301,197,Aref Bsisu,1.7,6,Finance,1.0,4.8,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2014424,0.47114285714285714
302,302,166,Amira Hollingsworth,2.7,8,English,0.0,4.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1134214,0.4706666666666667
303,303,149,Nan Littleton,3.0,2,Psychology,0.0,3.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1602451,0.47
304,304,60,Mark Lancaster,3.5,2,Statistics,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2140234,0.47
305,305,285,Carol Yzenbaard,3.7,3,Law,0.0,4.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/811922,0.46499999999999997
306,306,127,Prince Brown,2.6,7,Sociology,0.0,4.3,Northern Kentucky University,https://www.ratemyprofessors.com/professor/570953,0.4605
307,307,148,Jeffrey Stewart,2.5,21,Economics & Finance,0.0,4.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/869649,0.4603636363636364
308,308,185,Ruth Hemmer,2.1,5,Biological Sciences,0.0,3.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1331501,0.46
309,309,17,Stephan Groschwitz,2.8,3,Sociology,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1505179,0.45299999999999996
310,310,41,Matthew Neatrour,3.0,1,Science,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1346812,0.44999999999999996
311,311,345,Debra Lusczynski-Tarka,5.0,1,Student Success,0.0,5.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2137841,0.44999999999999996
312,312,114,Christa Speights,2.0,10,Physics,0.2,4.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2183407,0.4487272727272727
313,313,290,Mary Jacobs,2.0,10,English,0.0,4.1,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1016801,0.44672727272727275
314,314,194,Eric Chatterjeep,2.3,3,Communication,0.0,3.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1541629,0.44099999999999995
315,315,303,Elizabeth McMillan-Mccartney,1.8,9,Mathematics,0.0,4.1,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1609381,0.43200000000000005
316,316,142,Rick Breault,1.0,2,Education,0.0,2.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1505812,0.41
317,317,234,Thomas David Baxter,1.8,2,Health Science,0.0,3.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2034391,0.398
318,318,27,Laura Canter,3.0,1,Health Science,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2435571,0.39
319,319,55,Adam Funk,1.0,6,Biological Sciences,0.0,3.9,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2721905,0.3831428571428571
320,320,33,Beverly Lawry,1.5,2,English,0.0,3.5,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2284359,0.38
321,321,189,Julie Kunselman,2.2,3,Organizational Leadership,0.0,4.7,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1431664,0.375
322,322,160,Joan Simunic,1.1,7,Chemistry,0.0,4.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1767681,0.3645
323,323,276,julie morrill,1.5,10,Fine Arts,0.0,5.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2936136,0.3627272727272727
324,324,357,Bruce Smith,2.5,1,Communication,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2061438,0.36
325,325,139,Martha  Ferguson,1.5,1,Statistics,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2070050,0.36
326,326,205,Hannah Bergren,1.2,5,Mathematics,0.0,4.4,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2180869,0.358
327,327,309,Yong Xue,1.4,4,Physics,0.0,4.6,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2747557,0.348
328,328,42,Threasa Wesley,2.0,1,Information Science,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2306384,0.32999999999999996
329,329,141,Ross Markle,2.0,1,Psychology,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1482017,0.32999999999999996
330,330,193,J. Lilly,1.0,1,Sociology,0.0,3.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2173247,0.32999999999999996
331,331,187,Jen Stansbury Koenig,1.0,2,Communication,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1989449,0.31999999999999995
332,332,304,Tiffany Bell-Horwath,0.0,0,Chemistry,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2343399,0.3
333,333,238,Katy Wilder,0.0,0,Nursing,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2671143,0.3
334,334,265,Jen Ungerleider,0.0,0,Information Science,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2865284,0.3
335,335,106,Melissa Trabel,0.0,0,Nursing,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2713404,0.3
336,336,237,Jonathan Hale,0.0,0,Communication,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2663193,0.3
337,337,247,Susan Thomas,0.0,0,Business Informatics,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2793532,0.3
338,338,313,Kahlil King,0.0,0,Psychology,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2735788,0.3
339,339,98,Robert Meek,0.0,0,Accountancy,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2470337,0.3
340,340,248,Amanda Curtsinger,0.0,0,Nursing,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2793685,0.3
341,341,249,Bobby Wehrle,0.0,0,Chemistry,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2794446,0.3
342,342,250,Anna Sheets,0.0,0,Nursing,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2767708,0.3
343,343,272,ashley brooks,0.0,0,Social Work,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2896845,0.3
344,344,344,Charles Bausch ,0.0,0,Organizational Leadership,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2048340,0.3
345,345,203,Perry Bratcher,0.0,0,Information Science,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2258397,0.3
346,346,62,Andrea Brooks,0.0,0,Journalism,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2488610,0.3
347,347,277,Nancy Williams ,0.0,0,Information Systems,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2983028,0.3
348,348,116,Fred Rogers,0.0,0,Law,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2043811,0.3
349,349,216,Jacquelyn Haas,0.0,0,Fine Arts,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2354491,0.3
350,350,254,Brian Carlson,0.0,0,Biology,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2832070,0.3
351,351,295,John Holley,0.0,0,Science,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2192947,0.3
352,352,253,Tao Wang,0.0,0,Theater,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2829444,0.3
353,353,302,Matt Gregory,0.0,0,Statistics,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2320455,0.3
354,354,246,Summyji Groom,0.0,0,Nursing,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2792591,0.3
355,355,305,Jennifer Jolly-Ryan,0.0,0,Law,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2339832,0.3
356,356,210,Alessandra Rhinehart,0.0,0,Humanities,0.0,0.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2324658,0.3
357,357,38,Golali Naziripour,1.0,1,Physics,0.0,4.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1862475,0.26999999999999996
358,358,188,Doris Coy,1.0,2,Social Work,0.0,5.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/1372396,0.26
359,359,314,ashley williamston,1.0,1,Anthropology,0.0,5.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2658699,0.21
360,360,201,Patricia Collins,1.0,1,Poli-Science  Crim. Justice,0.0,5.0,Northern Kentucky University,https://www.ratemyprofessors.com/professor/2053271,0.21
